Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
PK2-MO2-ICU-B2	APDEJOAL_04628	2	212128	212988	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NF033080.0	AAC(3)-II family aminoglycoside N-acetyltransferase
PK2-MO2-ICU-B2	APDEJOAL_04633	2	217960	218820	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
PK2-MO2-ICU-B2	APDEJOAL_04674	3	17438	18127	+	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	229	150	100.00	100.00	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
PK2-MO2-ICU-B2	NA	3	17675	18124	+	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.00	100.00	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NA	NA
PK2-MO2-ICU-B2	APDEJOAL_04675	3	18448	19707	+	cmlA5	chloramphenicol efflux MFS transporter CmlA5	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	419	419	100.00	100.00	419	WP_012300772.1	chloramphenicol efflux MFS transporter CmlA5	NF000509.1	CmlA family chloramphenicol efflux MFS transporter
PK2-MO2-ICU-B2	APDEJOAL_04676	3	19972	20772	+	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NF000386.2	OXA-10 family class D beta-lactamase
PK2-MO2-ICU-B2	NA	3	20789	21577	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
PK2-MO2-ICU-B2	NA	3	21704	22048	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
PK2-MO2-ICU-B2	APDEJOAL_04678	3	22045	22884	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1
PK2-MO2-ICU-B2	NA	3	27376	27579	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	68	115	59.13	98.53	68	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
PK2-MO2-ICU-B2	APDEJOAL_04682	3	27576	28415	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1
PK2-MO2-ICU-B2	APDEJOAL_04686	3	31602	31967	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTP	121	121	100.00	100.00	121	WP_004201167.1	bleomycin binding protein Ble-MBL	NF012202.0	bleomycin binding protein Ble-MBL
PK2-MO2-ICU-B2	APDEJOAL_04687	3	31971	32783	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	270	270	100.00	100.00	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	NF000259.2	NDM family subclass B1 metallo-beta-lactamase
PK2-MO2-ICU-B2	NA	3	34263	34895	+	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	211	266	79.32	100.00	211	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NA	NA
PK2-MO2-ICU-B2	NA	3	34915	35703	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
PK2-MO2-ICU-B2	NA	3	35830	36174	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
PK2-MO2-ICU-B2	APDEJOAL_04690	3	36171	37010	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1
PK2-MO2-ICU-B2	APDEJOAL_04693	3	40355	41128	+	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	257	257	100.00	100.00	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
PK2-MO2-ICU-B2	APDEJOAL_04696	3	43427	44902	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NF000168.1	Msr family ABC-F type ribosomal protection protein
PK2-MO2-ICU-B2	APDEJOAL_04697	3	44958	45842	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
PK2-MO2-ICU-B2	APDEJOAL_04733	3	78054	79199	+	blaCMY-4	class C beta-lactamase CMY-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_015056382.1	class C beta-lactamase CMY-4	NF000191.1	CMY-2 family class C beta-lactamase
PK2-MO2-ICU-B2	APDEJOAL_04790	3	132066	132302	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	78	78	100.00	97.44	78	AAA88371.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
PK2-MO2-ICU-B2	APDEJOAL_04791	3	132299	132664	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	121	121	100.00	100.00	121	AAA88370.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
PK2-MO2-ICU-B2	APDEJOAL_04792	3	132776	133414	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTP	212	212	100.00	100.00	212	AAA88369.1	organomercurial lyase MerB	NF033555.1	organomercurial lyase MerB
PK2-MO2-ICU-B2	APDEJOAL_04793	3	133429	135114	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	561	561	100.00	92.69	561	ACU65296.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
PK2-MO2-ICU-B2	APDEJOAL_04794	3	135186	135461	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	91	91	100.00	100.00	91	AAA98223.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
PK2-MO2-ICU-B2	APDEJOAL_04795	3	135477	135827	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	116	116	100.00	100.00	116	AAA98222.1	mercuric transport protein MerT	NA	NA
PK2-MO2-ICU-B2	APDEJOAL_04796	3	135899	136333	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	144	144	100.00	100.00	144	AAA98221.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
PK2-MO2-ICU-B2	APDEJOAL_04823	4	398	1282	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
PK2-MO2-ICU-B2	APDEJOAL_04824	4	1338	2813	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NF000168.1	Msr family ABC-F type ribosomal protection protein
PK2-MO2-ICU-B2	APDEJOAL_04830	4	7307	8188	-	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NF012141.0	KPC family carbapenem-hydrolyzing class A beta-lactamase
PK2-MO2-ICU-B2	APDEJOAL_04863	6	2252	3397	+	blaCMY-4	class C beta-lactamase CMY-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_015056382.1	class C beta-lactamase CMY-4	NF000191.1	CMY-2 family class C beta-lactamase
PK2-MO2-ICU-B3	EOKMGCNI_01928	12	37043	37906	-	aadS	aminoglycoside 6-adenylyltransferase AadS	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	287	287	100.00	100.00	287	WP_003013318.1	aminoglycoside 6-adenylyltransferase AadS	NF033387.1	AadS family aminoglycoside 6-adenylyltransferase
PK2-MO2-ICU-B3	EOKMGCNI_02105	14	68830	69630	-	erm(35)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(35)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	266	266	100.00	93.61	266	WP_006745469.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(35)	NF000499.1	23S ribosomal RNA methyltransferase Erm
PK2-MO2-ICU-B3	EOKMGCNI_03370	52	3774	4997	+	mef(C)	macrolide efflux MFS transporter Mef(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	407	407	100.00	99.75	407	WP_014386804.1	macrolide efflux MFS transporter Mef(C)	NF000246.1	macrolide efflux MFS transporter Mef(C)
PK2-MO2-ICU-B3	EOKMGCNI_03371	52	5002	5886	+	mph(G)	Mph(G) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	294	294	100.00	99.32	294	WP_014386803.1	Mph(G) family macrolide 2'-phosphotransferase	NF000241.1	Mph(E)/Mph(G) family macrolide 2'-phosphotransferase
PK2-MO2-ICU-B3	EOKMGCNI_01349	6	91440	93029	-	blaEBR	EBR family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	HMM	529	235	99.15	88.41	233	WP_150823468.1	EBR family subclass B1 metallo-beta-lactamase	NF000444.2	EBR family subclass B1 metallo-beta-lactamase
PK2-MO2-ICU-D1	PMNHFOFI_00028	1	29460	30644	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	394	394	100.00	99.49	394	ACN65732.1	multidrug efflux MFS transporter EmrD	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_00805	1	838030	838452	+	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	HMM	140	141	98.58	78.42	139	AAA21096.1	glutaredoxin-dependent arsenate reductase	NF007456.1	glutaredoxin-dependent arsenate reductase
PK2-MO2-ICU-D1	PMNHFOFI_01143	1	1194624	1197776	-	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTP	1050	1050	100.00	99.90	1050	WP_021312368.1	multidrug efflux RND transporter permease subunit OqxB20	NF000037.1	multidrug efflux RND transporter permease subunit OqxB
PK2-MO2-ICU-D1	PMNHFOFI_01144	1	1197800	1198975	-	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	EXACTP	391	391	100.00	100.00	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NF000272.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA
PK2-MO2-ICU-D1	PMNHFOFI_01765	1	1887145	1888857	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	570	600	95.00	99.82	570	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_01766	1	1888844	1890646	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	600	600	100.00	99.50	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
PK2-MO2-ICU-D1	NA	1	2383535	2384086	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
PK2-MO2-ICU-D1	PMNHFOFI_02260	1	2384220	2385050	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
PK2-MO2-ICU-D1	PMNHFOFI_02261	1	2385188	2385736	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALP	182	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_02302	1	2423521	2423757	-	asr	acid resistance repetitive basic protein Asr	plus	STRESS	ACID	NA	NA	HMM	78	102	100.00	52.94	102	BAA15331.2	acid resistance repetitive basic protein Asr	NF033636.1	acid resistance repetitive basic protein Asr
PK2-MO2-ICU-D1	PMNHFOFI_02720	1	2849360	2850220	+	blaSHV-28	class A broad-spectrum beta-lactamase SHV-28	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_004179754.1	class A broad-spectrum beta-lactamase SHV-28	NF000285.3	SHV family class A beta-lactamase
PK2-MO2-ICU-D1	PMNHFOFI_03437	1	3639574	3640806	-	kdeA	multidrug efflux MFS transporter KdeA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	410	410	100.00	100.00	410	ABR76310.1	multidrug efflux MFS transporter KdeA	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_04404	1	4687609	4688028	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	139	139	100.00	100.00	139	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NF040540.1	FosA5 family fosfomycin resistance glutathione transferase
PK2-MO2-ICU-D1	PMNHFOFI_04921	1	5257118	5258020	-	fieF	CDF family cation-efflux transporter FieF	plus	STRESS	METAL	NA	NA	EXACTP	300	300	100.00	100.00	300	BAB89353.1	CDF family cation-efflux transporter FieF	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05014	1	5356805	5357329	-	sat2	streptothricin N-acetyltransferase Sat2	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTP	174	174	100.00	100.00	174	WP_000704156.1	streptothricin N-acetyltransferase Sat2	NF000358.1	streptothricin N-acetyltransferase Sat2
PK2-MO2-ICU-D1	NA	1	5357427	5357897	-	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05056	2	17694	18569	-	blaCTX-M-15	class A extended-spectrum beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_000239590.1	class A extended-spectrum beta-lactamase CTX-M-15	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
PK2-MO2-ICU-D1	PMNHFOFI_05061	2	21391	22251	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
PK2-MO2-ICU-D1	PMNHFOFI_05064	2	23536	24720	+	tet(D)	tetracycline efflux MFS transporter Tet(D)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	394	394	100.00	100.00	394	WP_001039466.1	tetracycline efflux MFS transporter Tet(D)	NF012186.0	tetracycline efflux MFS transporter Tet(D)
PK2-MO2-ICU-D1	NA	2	32587	33057	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05075	2	35422	35970	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALP	182	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05076	2	36108	36938	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
PK2-MO2-ICU-D1	NA	2	37072	37623	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
PK2-MO2-ICU-D1	PMNHFOFI_05163	2	117838	119619	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	593	576	99.83	90.09	575	EGI25746.1	aerobactin synthase IucA	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05164	2	119620	120567	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	315	315	100.00	94.60	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05165	2	120567	122300	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	577	580	99.48	92.72	577	AAN82073.1	NIS family aerobactin synthetase IucC	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05167	2	123663	125864	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTP	733	731	99.73	89.57	729	AAN45165.2	ferric aerobactin receptor IutA	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05198	2	153871	154446	-	terE	tellurium resistance cAMP binding protein TerE	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	191	191	100.00	99.48	191	AAA98293.1	tellurium resistance cAMP binding protein TerE	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05199	2	154547	155125	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	192	192	100.00	98.96	192	AAA98292.1	tellurium resistance membrane protein TerD	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05200	2	155164	156204	-	terC	tellurium resistance membrane protein TerC	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTP	346	346	100.00	99.13	346	AAA98291.1	tellurium resistance membrane protein TerC	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05201	2	156228	156683	-	terB	tellurium resistance membrane protein TerB	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTP	151	151	100.00	100.00	151	ACI12150.1	tellurium resistance membrane protein TerB	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05230	2	182025	182480	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	151	144	98.61	92.96	142	CAA77320.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
PK2-MO2-ICU-D1	PMNHFOFI_05231	2	182552	182917	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	121	116	99.14	98.26	115	CAA70196.1	mercuric transport protein MerT	NA	NA
PK2-MO2-ICU-D1	PMNHFOFI_05232	2	182933	183208	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	91	91	100.00	84.62	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
PK2-MO2-ICU-D1	PMNHFOFI_05233	2	183236	183661	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	HMM	141	141	100.00	80.14	141	AAC38233.1	organomercurial transporter MerC	NF033784.1	organomercurial transporter MerC
PK2-MO2-ICU-D1	PMNHFOFI_05234	2	183700	185385	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	561	561	100.00	93.23	561	ACU65296.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
PK2-MO2-ICU-D1	PMNHFOFI_05235	2	185403	185768	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	121	121	100.00	90.08	121	AAC38221.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
PK2-MO2-ICU-D1	PMNHFOFI_05236	2	185765	186001	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	78	78	100.00	96.15	78	AAC38236.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
PK2-MO2-ICU-D1	PMNHFOFI_05244	2	191745	192179	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
PK2-MO2-ICU-D1	PMNHFOFI_05248	2	196049	196933	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
PK2-MO2-ICU-D1	PMNHFOFI_05249	2	196989	198464	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NF000168.1	Msr family ABC-F type ribosomal protection protein
PK2-MO2-ICU-D1	PMNHFOFI_05252	2	200763	201536	-	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	BLASTP	257	257	100.00	99.61	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
PK2-MO2-ICU-D1	PMNHFOFI_05256	2	204881	205720	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NF000294.1	sulfonamide-resistant dihydropteroate synthase Sul1
PK2-MO2-ICU-D1	PMNHFOFI_05257	2	205714	206061	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEP	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NF000276.2	quaternary ammonium compound efflux SMR transporter QacE
PK2-MO2-ICU-D1	NA	2	206228	207016	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
PK2-MO2-ICU-D1	PMNHFOFI_05259	2	207424	207921	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NF000053.2	trimethoprim-resistant dihydrofolate reductase DfrA12
